,cpu_load
120,0.2593311161552615
121,0.25871780929317967
122,0.25833528284827295
123,0.2556923728652812
124,0.2556417908560373
125,0.255657597733926
126,0.2556686625484481
127,0.2558109244494465
128,0.2562519363425414
129,0.2598859375691551
130,0.26951074551558873
131,0.2792224912904103
132,0.27759280218008464
133,0.2778270601103952
134,0.3032650686966913
135,0.2998523637605195
136,0.30754399054116427
137,0.2977816627570989
138,0.28269241712453924
139,0.2906227277613035
140,0.2927693017785899
141,0.2903034288279516
142,0.29165965895080265
143,0.2880114315340891
144,0.4207923671748051
145,0.31902926801509873
146,0.31722096118463067
147,0.3165333619964719
148,0.3156813712782706
149,0.314796186116503
150,0.3149099956373017
151,0.3158204718036912
152,0.314857832940269
153,0.3168084016717354
154,0.32110313039409705
155,0.34773613894877936
156,0.3354968733995536
157,0.3391703918208891
158,0.3443139498858743
159,0.34756068260421474
160,0.3544556427392687
161,0.347570166730948
162,0.343657964453493
163,0.34934053705448315
164,0.35203560973450765
165,0.3510350343641525
166,0.3467972104021902
167,0.344391403587529
168,0.31672304453113637
169,0.31726996250608563
170,0.3143978527937076
171,0.314465822368629
172,0.31658552469350465
173,0.3146191490841495
174,0.3136138316504277
175,0.31502380515810036
176,0.31506332235282214
177,0.31759874556617074
178,0.3246770654847337
179,0.32984275317876316
180,0.32285611315195467
181,0.32704177441688426
182,0.3327211856422967
183,0.33228965787593495
184,0.33047344760652253
185,0.3306362584487762
186,0.3407558216731264
187,0.33716291832902334
188,0.33985641032125896
189,0.3393663971067091
190,0.33458323585758637
191,0.3362793138550446
192,0.3498763902149103
193,0.3491429510808743
194,0.3147218937904261
195,0.31490683426172394
196,0.3146555049032935
197,0.31402797185111186
198,0.3141402006841217
199,0.3152055842538205
200,0.3155359480016945
201,0.3151202271132215
202,0.314857832940269
203,0.3156845326538483
204,0.32555118583197923
205,0.32429295835203814
206,0.32379504169854384
207,0.3235848102226241
208,0.3222443869776617
209,0.3229999557407419
210,0.3297273629701756
211,0.32888327569091863
212,0.32686631807231964
213,0.3278431831258417
214,0.328462812739079
215,0.33162260762903156
216,0.325076979495318
217,0.32754285244595627
218,0.32654069638781225
219,0.32649327575414616
220,0.32543579562339164
221,0.32456641733951275
222,0.32493313690653075
223,0.3242834742253049
224,0.3246169993487566
225,0.32453828109687083
226,0.3263307810494502
227,0.3273550667366384
228,0.3279051460871654
229,0.33297757320165144
230,0.33244962348016865
231,0.332689888024077
232,0.3325017861772014
233,0.33452664723474473
234,0.33837087993727827
235,0.3324148483488135
236,0.3303884066034813
237,0.3308025468041654
238,0.3308705163790868
239,0.33282108511055325
240,0.25832611485909746
241,0.26157917032859335
242,0.259590665090194
243,0.257598998476217
244,0.2568623979666032
245,0.25582546677710405
246,0.25497189537111387
247,0.25451033453676364
248,0.25414045359416787
249,0.2581759495191548
250,0.26759526805303524
251,0.2725744345879779
252,0.27071554574826595
253,0.2755081911241219
254,0.2787928603493952
255,0.2833199501767209
256,0.2828599700301595
257,0.2803039978755556
258,0.2791184820339026
259,0.39433639565247636
260,0.34253883749897257
261,0.3342528721097124
262,0.331543573239588
263,0.34327701869637517
264,0.2764202479783003
265,0.33105039864946034
266,0.2978591164587535
267,0.29320399092052934
268,0.27634595565222336
269,0.27301386579328396
270,0.2739164385207291
271,0.27456452051416613
272,0.27504346891419396
273,0.2937935874657781
274,0.34012196586978927
275,0.3922735980880001
276,0.3398864433892475
277,0.3505466018373915
278,0.3321837517940806
279,0.32936064340315757
280,0.3574399812846566
281,0.3851557609747154
282,0.35192970365265336
283,0.3357813972015503
284,0.36769074159548304
285,0.32045188702508237
286,0.38054331400679065
287,0.33656541834483017
288,0.31258322321208404
289,0.28935027409126257
290,0.28598657047654574
291,0.28689704664293525
292,0.2875024500660727
293,0.28608141174387797
294,0.2866583627868158
295,0.28615886544553265
296,0.290311332266896
297,0.3033994271587453
298,0.34068026479681834
299,0.3360270360839408
300,0.3192445576919429
301,0.3276569781043127
302,0.3221024412142211
303,0.3210244121422113
304,0.32267148881821456
305,0.32436472157765284
306,0.32546488027870685
307,0.3366052516771097
308,0.3464608400407185
309,0.3386699460669326
310,0.33419312211129304
311,0.33158656794744523
312,0.3041376083561479
313,0.3021554258689041
314,0.29709722494451785
315,0.29680163632799905
316,0.29626736385536073
317,0.2963448175570154
318,0.29719522758742783
319,0.29709722494451785
320,0.29800295904754076
321,0.30133030684311357
322,0.32032701268976155
323,0.32488571627286467
324,0.31569559746837045
325,0.3193627931385504
326,0.323292382981683
327,0.32353580890116906
328,0.3224071978199154
329,0.32209106026214124
330,0.31558178794757175
331,0.3187431635253131
332,0.31737586858794
333,0.319966615873899
334,0.31996029312274354
335,0.31630258157929675
336,0.2695426754089239
337,0.2709890047357406
338,0.2696786145587668
339,0.269651742866356
340,0.27004849550136256
341,0.2695442560967128
342,0.2688851092887537
343,0.2682401886708945
344,0.26813744396461786
345,0.2692676357336604
346,0.28093627299110385
347,0.34930734261091684
348,0.3007691626780645
349,0.3472445450464406
350,0.36496405515968106
351,0.3393252992241984
352,0.34667549744244713
353,0.3369321379118482
354,0.3323592081386453
355,0.3319087121188171
356,0.3298822703734849
357,0.33122269361844725
358,0.3358778191566714
359,0.3311879184870921
360,0.30853192040920846
361,0.3102548700990775
362,0.3081399098375685
363,0.3067615500856733
364,0.3063964112064441
365,0.30299635177258327
366,0.303415234036634
367,0.30435574327101206
368,0.30595381862556037
369,0.30938549181519864
370,0.3150079982802117
371,0.31712928129287615
372,0.3232702533526388
373,0.32281975733281065
374,0.3228071118304997
375,0.3194244399623164
376,0.32004090819997594
377,0.32727887758521484
378,0.3248019398200545
379,0.3257709014346322
380,0.32584203238513143
381,0.32609178105577297
382,0.3256017678412231
383,0.32669402310333273
384,0.32598113291055203
385,0.3189818473814326
386,0.31697753526514455
387,0.316776787915958
388,0.3167720458525914
389,0.31728576938397435
390,0.31754026011798253
391,0.31786588180248987
392,0.3185661264929596
393,0.31883484341706764
394,0.3188095524124457
395,0.3205230179755815
396,0.31939598758211674
397,0.3196599624428581
398,0.32160104704759135
399,0.3227549491334669
400,0.3223866488786601
401,0.32262691342256844
402,0.32247516739483684
403,0.3286050746400774
404,0.33047534443186916
405,0.32792095296505414
406,0.3253741487996257
407,0.32759216990496903
408,0.3100398965597911
409,0.3097411465676945
410,0.308158878091035
411,0.3082363317926896
412,0.3080008093121479
413,0.3080798437015914
414,0.30809565057948013
415,0.3089934812435587
416,0.3107180116212166
417,0.3132850485903426
418,0.3241443736998843
419,0.33698746198445867
420,0.3419350147636239
421,0.33064100051214285
422,0.3334957226588433
423,0.33648164189202007
424,0.3391688111331002
425,0.3427933282329807
426,0.3350606035698253
427,0.3387420254301051
428,0.3549646242072851
429,0.3448403189195683
430,0.3441827527993981
431,0.3370823032517909
432,0.3065908358044752
433,0.30294893113891713
434,0.30005627248528377
435,0.31299104066161265
436,0.3114119335605309
437,0.3117438779961937
438,0.3116632629189613
439,0.3121422113189891
440,0.3128045195025259
441,0.317962303757611
442,0.32632414216073696
443,0.33201936026403805
444,0.3291425084882934
445,0.32926580213582535
446,0.3358857225956158
447,0.34022629126385473
448,0.33898387066180236
449,0.34521810330110836
450,0.3417484936045372
451,0.3397489235516158
452,0.34064675421569435
453,0.34283442611549136
454,0.3422053123755208
455,0.3372530175329889
456,0.3020779721672494
457,0.3006316428404327
458,0.29949354763244584
459,0.2998523637605195
460,0.30052099469521176
461,0.299993044973729
462,0.3004561864958681
463,0.3006269007770661
464,0.3009035211401185
465,0.30548435435226573
466,0.31238721792626406
467,0.32781947280900864
468,0.32247200601925907
469,0.31840647702628366
470,0.31811563047313146
471,0.3238535271467321
472,0.3224087785077043
473,0.32498688029135236
474,0.3230489570621969
475,0.33599004798968124
476,0.3314424092211003
477,0.3303137981398466
478,0.33016331666234616
479,0.3320000758730139
480,0.29140011001587013
481,0.28851851617675883
482,0.28649523580700437
483,0.2861048059231533
484,0.28609690248420894
485,0.28649523580700437
486,0.2864652027390158
487,0.28685247124728913
488,0.28971035476956736
489,0.29088638648448717
490,0.2963827540639483
491,0.30319393774619213
492,0.3049690501330939
493,0.3017855449263083
494,0.33065680739003156
495,0.3333629448845782
496,0.34864345373959116
497,0.3347413046364734
498,0.3334024620792999
499,0.3338640229136502
500,0.3414908414949513
501,0.33269589463767474
502,0.331677931701642
503,0.33641051094152086
504,0.2960773651831385
505,0.2937743030747539
506,0.2908199975973546
507,0.2907077687643448
508,0.2929966046826295
509,0.291487047844258
510,0.2910981986481958
511,0.2924733970245133
512,0.29267098299812216
513,0.300985400767582
514,0.30671065193887165
515,0.31109073780183233
516,0.3217461541866097
517,0.3225731700377468
518,0.32823803893550163
519,0.32570261572215303
520,0.32652615406015467
521,0.32935400451444435
522,0.3296954330768404
523,0.32600926915319395
524,0.3267506117261743
525,0.3276247320734198
526,0.32718846224369147
527,0.3316270335548404
528,0.29335225943512544
529,0.3035461149855525
530,0.2943828678734691
531,0.29381382026947567
532,0.29503885330585045
533,0.2943670609955804
534,0.2949060755315853
535,0.29257930310636765
536,0.2974272725548341
537,0.3082897590399535
538,0.30688452759564744
539,0.30366940863308445
540,0.30432223268988806
541,0.3146362205122693
542,0.34678582945011033
543,0.31853735797520216
544,0.3135550300646818
545,0.31032726559980783
546,0.31077301955626935
547,0.30969340979647064
548,0.32701616727470456
549,0.33601344216895657
550,0.33081456003136084
551,0.3233853274236686
552,0.29986153174969493
553,0.30792778153630207
554,0.3077444217527931
555,0.3084620540089404
556,0.3105533039536163
557,0.30866280135812696
558,0.3086928344261155
559,0.3090279402373561
560,0.31979084339177666
561,0.3346366631048502
562,0.3278681579929059
563,0.32674270828722995
564,0.3244649371834673
565,0.32684071093013994
566,0.3263902149103118
567,0.324346385599302
568,0.3289936076985818
569,0.3258385548719959
570,0.3264328934806113
571,0.3266225760152758
572,0.3281811341751023
573,0.32676325722848526
574,0.33142470551786496
575,0.3311844409739566
576,0.27375647291649546
577,0.27077371505889647
578,0.27058877458759856
579,0.27205881423124834
580,0.27124792139555765
581,0.27147395974936617
582,0.27412951523466894
583,0.27095233277903885
584,0.2689843764818948
585,0.27243027586163293
586,0.2900170082006083
587,0.3014769946699208
588,0.3055393622873185
589,0.29745730562282263
590,0.3069477551072023
591,0.31556724561991417
592,0.3335206975259075
593,0.35064270765495487
594,0.33262760892519555
595,0.3687020656428025
596,0.35117698012759313
597,0.3305632306729304
598,0.3337736075721268
599,0.3631412060015554
600,0.2739667043924153
601,0.27923987885608786
602,0.2696213936608097
603,0.2620767708445299
604,0.2622016451798507
605,0.261868120056399
606,0.26172111609203397
607,0.2615029811771698
608,0.2628481464854988
609,0.2888330730467441
610,0.3012778280085231
611,0.32147743726250166
612,0.29279111527007634
613,0.30473321151499444
614,0.3041262274040681
615,0.30600566518503536
616,0.3128247523062235
617,0.3125765843233708
618,0.3251114384891154
619,0.36070062405553904
620,0.3270699106595262
621,0.37933535239853566
622,0.36930430769036227
623,0.3733271581130382
624,0.3392380452582528
625,0.3123821597253397
626,0.3002962208916344
627,0.2948918493414855
628,0.2948207183909863
629,0.2951447593877048
630,0.2952427620306148
631,0.2930139922483071
632,0.2980453214802825
633,0.30803842968152306
634,0.34534582287444915
635,0.33736809160401876
636,0.31471999696507946
637,0.3183366106260156
638,0.3263870535347341
639,0.3283755587731334
640,0.35032340872160295
641,0.35018588888397123
642,0.3360877344950335
643,0.34226664306172905
644,0.3430111470102871
645,0.33413400438798935
646,0.34335573694826094
647,0.3479112791557863
648,0.30008757010350345
649,0.3018279073590501
650,0.3013742499636442
651,0.30105337034250346
652,0.3007324907213627
653,0.30127466663294533
654,0.30105811240587005
655,0.30151809255243145
656,0.3026166705656966
657,0.31569053926744606
658,0.32976182196397297
659,0.33363292635891734
660,0.3277069278384411
661,0.3325643814136407
662,0.34282778722677815
663,0.33835760215985183
664,0.3456493149299123
665,0.3511026878015162
666,0.34042198041211696
667,0.34069543939959157
668,0.3421718017943968
669,0.34563192736423476
670,0.3441729525351071
671,0.3507723240536422
672,0.31139865578310433
673,0.3040863940717885
674,0.3040105210579227
675,0.30390145360049065
676,0.3039425514830013
677,0.30339721419584087
678,0.30455743903287197
679,0.3047060236850258
680,0.30849019025158225
681,0.3147101967007884
682,0.3213712150430896
683,0.3242433247554676
684,0.33445772924715
685,0.3286613471253612
686,0.3283815653867311
687,0.33130741848393075
688,0.34247813908787994
689,0.34241649226411397
690,0.33569698847362467
691,0.33414317237716473
692,0.33824189581370645
693,0.3426678216225444
694,0.3399664261913644
695,0.33904014314708614
696,0.3229329345784938
697,0.31630985274312556
698,0.3045274059648834
699,0.30248357665387365
700,0.3024978028439735
701,0.3027459708268262
702,0.30270013088094894
703,0.3028423927819473
704,0.30416542846123207
705,0.3038398067767247
706,0.30578405275703563
707,0.3113954944075266
708,0.309789515614034
709,0.30852496538293744
710,0.30808553417763135
711,0.31218583830196195
712,0.34360516948134473
713,0.34543718662864586
714,0.34558260990522194
715,0.3441710557097604
716,0.3448254604543529
717,0.34451090358436764
718,0.34291915098097486
719,0.34437654512231364
720,0.2871840995453942
721,0.28794757174741875
722,0.28636688395854804
723,0.28679208897375424
724,0.2871461630384613
725,0.287650402443111
726,0.2874101378992027
727,0.28690431780676406
728,0.28811986671640566
729,0.29501324616367075
730,0.3030889800770111
731,0.3046633451147263
732,0.29730524345753323
733,0.2966856138442959
734,0.29698594452418137
735,0.3351168760551091
736,0.33458102289468195
737,0.3631045340448536
738,0.31152194943063627
739,0.30738370879937277
740,0.30151777641487365
741,0.30664868897754793
742,0.3450262078035395
743,0.32138227985761164
744,0.29457539564615354
745,0.27993664603342205
746,0.2798860640241782
747,0.2791542055779311
748,0.2770661170088329
749,0.2785519635303713
750,0.2792348206551635
751,0.2797532862499131
752,0.2792869833521962
753,0.3016458121257722
754,0.3070833781194873
755,0.30164107006240554
756,0.2994486560992419
757,0.30514703557812073
758,0.3011573795990111
759,0.3033532710753103
760,0.30523270885627757
761,0.31752571779032496
762,0.32196112772589613
763,0.3543715501489008
764,0.32085306558589777
765,0.36051884495981895
766,0.34894979103307433
767,0.33001473201019227
768,0.3028284827294052
769,0.2977528942393414
770,0.2846695414108587
771,0.2849082252669782
772,0.2842237874543972
773,0.2839945877250109
774,0.28783407836417785
775,0.2766333246922401
776,0.2846964131032695
777,0.28415897925505346
778,0.3177169810127783
779,0.3517792221751529
780,0.3455117950922806
781,0.3129116901346114
782,0.31613787391169645
783,0.33152270816077495
784,0.3496942949816324
785,0.3302676420564116
786,0.3459543876731644
787,0.3292686473738453
788,0.33703456648056707
789,0.33268609437338376
790,0.31698670325432005
791,0.31590393211894363
792,0.2795180799069291
793,0.28516903875214183
794,0.2796318894277278
795,0.2795006923412515
796,0.27880993177751506
797,0.27760702837018447
798,0.28744522916811566
799,0.27999070555580147
800,0.29073622114454445
801,0.283419217369862
802,0.30686397865439213
803,0.3242057043860925
804,0.348330161419837
805,0.33580479138082564
806,0.3580340037557142
807,0.3271932043070581
808,0.3315669674188633
809,0.33739022123306295
810,0.3228779266434411
811,0.32078825738655403
812,0.319383025942248
813,0.32824910375002375
814,0.31858793998444607
815,0.32315612769428237
816,0.29298079780474084
817,0.2938011747671647
818,0.29155501741917944
819,0.29128471980728254
820,0.2899569420646312
821,0.28957125424414676
822,0.2893562807048603
823,0.28918240504808457
824,0.2893246669490829
825,0.2936114922325002
826,0.3132420538824854
827,0.32617682205881426
828,0.33466511548504985
829,0.3125339057530713
830,0.3210174571159403
831,0.33652084294918405
832,0.31531907763706146
833,0.32385321100917436
834,0.3626638382893165
835,0.3242910615266915
836,0.332267212109333
837,0.3389250690760564
838,0.32647241067533306
839,0.3295832042438306
840,0.2851295215574201
841,0.2859973191535101
842,0.2809359568535461
843,0.2817152359334594
844,0.28169784836778183
845,0.282001340423245
846,0.28208511687605514
847,0.281500262394173
848,0.2956300305388881
849,0.30422581073476695
850,0.3179082442352317
851,0.3093298516050304
852,0.3094120473700517
853,0.3090579733053446
854,0.31310295335706473
855,0.314982391138032
856,0.3130033700263659
857,0.31021661745458684
858,0.30974715318129226
859,0.3103051359707636
860,0.31180046661903527
861,0.3110117034123888
862,0.3214221131898912
863,0.3506221587136995
864,0.3160888725902415
865,0.31934983149868174
866,0.31377790704291253
867,0.3216860880506326
868,0.32918012885766856
869,0.33007163677059165
870,0.3226044676559665
871,0.30222307930626774
872,0.3020966242831581
873,0.30198755682572603
874,0.3022072724283791
875,0.3010233372745149
876,0.3349385744725245
877,0.3289556711916489
878,0.32026030766507124
879,0.33203010894100243
880,0.3216623777337996
881,0.32219190814307125
882,0.31996471904855245
883,0.3227641171226424
884,0.31979558545514325
885,0.3139581054508438
886,0.3155245670496146
887,0.32598713952414976
888,0.2947116509335542
889,0.2865916577621255
890,0.2847485758003023
891,0.28205034174469995
892,0.28202821211565576
893,0.2728839332570388
894,0.27339291472505517
895,0.27342136710525483
896,0.273786505984484
897,0.2781147452879697
898,0.2917054988966799
899,0.40537433848216037
900,0.3579473820648841
901,0.3481344722715748
902,0.33873412199116076
903,0.3529302790230085
904,0.34389822899740136
905,0.3610629176967482
906,0.35468958453202154
907,0.3511646507628399
908,0.35776560296916393
909,0.35084535182948806
910,0.3394628190618302
911,0.3433734406514963
912,0.2849211869068469
913,0.29573783344608906
914,0.27740501647076676
915,0.2785557571810646
916,0.27572790672677494
917,0.27624479163373566
918,0.2764534424218666
919,0.2759507837050057
920,0.27626534057499097
921,0.27719478499484695
922,0.3445494723664161
923,0.38084364468667603
924,0.379915780954609
925,0.35695471013347324
926,0.3595201664148104
927,0.39597714957732405
928,0.4183517852287888
929,0.4063859786670376
930,0.3927730954292832
931,0.39752464292262846
932,0.3723695774505403
933,0.33708072256400207
934,0.3875947622329428
935,0.39364405440095096
936,0.408153187614995
937,0.3531989959471165
938,0.3496614166756239
939,0.3461744194133751
940,0.34697898949791034
941,0.3437717739742917
942,0.33814768682148977
943,0.33571026625105116
944,0.3257345456154882
945,0.3434429909142066
946,0.36625547708318845
947,0.3754693062045157
948,0.34368641683369267
949,0.33857763390006257
950,0.38439228877269077
951,0.3611372100228251
952,0.37460308929621455
953,0.39194955709128154
954,0.359806270904596
955,0.36713117811822277
956,0.3616224811740084
957,0.35932732250456817
958,0.36389551021440447
959,0.3765694649055697
960,0.3665795180799069
961,0.3508058346347663
962,0.34717025272036367
963,0.3472192540418187
964,0.3456685993209365
965,0.3427253586580593
966,0.3444672766013948
967,0.34431236919808544
968,0.3447628652179136
969,0.3448387382317794
970,0.3616082549839086
971,0.3588926333626287
972,0.3687166079704601
973,0.36438394274116553
974,0.4003983333227954
975,0.36678342680467124
976,0.42738383525439594
977,0.41887183151132723
978,0.3781880892013733
979,0.3701012904735108
980,0.3709279901870902
981,0.3661969916350002
982,0.35267420760121143
983,0.3755673088474257
984,0.35710171409783825
985,0.3448750940509234
986,0.3435267673670167
987,0.34354731630827207
988,0.3427838441062475
989,0.3417484936045372
990,0.3408332753747811
991,0.34070998172724914
992,0.3405345253826845
993,0.3535562313874013
994,0.36126366504593477
995,0.37740406805809346
996,0.34165681371278267
997,0.3437369988429365
998,0.3689442270120575
999,0.3738933604790116
1000,0.34523549086678595
1001,0.36230533829880057
1002,0.369366270651686
1003,0.3123192483513426
1004,0.3351190890180135
1005,0.37038107221214095
1006,0.3634829507015092
1007,0.3466217540576255
1008,0.3436737713313817
1009,0.3384148230578089
1010,0.33399363931233755
1011,0.3325362451709988
1012,0.33231178750497914
1013,0.3148831239448909
1014,0.3334182689571886
1015,0.33410744883313626
1016,0.3322185269254358
1017,0.3762201329042293
1018,0.3860725598922603
1019,0.38548138265922266
1020,0.3780758603683635
1021,0.36919397568269907
1022,0.3892007410264354
1023,0.4004473346442504
1024,0.3954839749871964
1025,0.37894049658887574
1026,0.374939775795244
1027,0.3504644060723702
1028,0.3490417870623866
1029,0.35485239537427526
1030,0.35059718384663535
1031,0.351653083289601
1032,0.3541505699960167
1033,0.3547259403511656
1034,0.3548761056911083
1035,0.35006291137399703
1036,0.3465964630530036
1037,0.3433513110224521
1038,0.3425024816798285
1039,0.3413169658381755
1040,0.343559961810583
1041,0.3453287514463293
1042,0.3434809274211395
1043,0.345907283177056
1044,0.34791001460555515
1045,0.3573135262615469
1046,0.35740994821666805
1047,0.3670268527241573
1048,0.3565864098786664
1049,0.35809122465367127
1050,0.35710329478562713
1051,0.3557328384726762
1052,0.35525072869707064
1053,0.35929096668542415
1054,0.355441991919524
1055,0.358156032853015
1056,0.3238898829658761
1057,0.34024367882953227
1058,0.31756080905923784
1059,0.31334195335074194
1060,0.3199270986791773
1061,0.323243381660228
1062,0.319380180704228
1063,0.3145306305679727
1064,0.31479934749208077
1065,0.3196346714382362
1066,0.3473962910741722
1067,0.34531610594401835
1068,0.3452829115004521
1069,0.34623764692493
1070,0.34853122490658134
1071,0.34752116540949296
1072,0.34883787833762225
1073,0.3495460264670363
1074,0.3508595780195879
1075,0.34897381748746514
1076,0.34866558336863535
1077,0.34905443256469754
1078,0.3521731295721394
1079,0.35358468376760094
1080,0.27547341599276676
1081,0.27492807870560637
1082,0.27489014219867347
1083,0.2742784160243805
1084,0.2748253339993298
1085,0.27539438160332325
1086,0.2850618681200564
1087,0.28457817765666193
1088,0.2844264316289304
1089,0.28490379934116933
1090,0.30261066395209885
1091,0.33546684033156504
1092,0.3083343344355996
1093,0.31188139783382546
1094,0.3138730644478025
1095,0.3368436193956714
1096,0.3559889098944733
1097,0.34457950543440463
1098,0.32707971092381716
1099,0.33588256122003807
1100,0.3569641942602065
1101,0.37049330104515077
1102,0.3627621570697842
1103,0.360772071143596
1104,0.3129230710866912
1105,0.30930329605017737
1106,0.30807194026264706
1107,0.32715558393768296
1108,0.31822943999393016
1109,0.31790223762163394
1110,0.3182452468718189
1111,0.3186910008282804
1112,0.3177188778381249
1113,0.3217859875188892
1114,0.3378378720148711
1115,0.34241554385144063
1116,0.33849859951061906
1117,0.33689262071712645
1118,0.34471544458424747
1119,0.3537490752976435
1120,0.35313576843556166
1121,0.3504264695654373
1122,0.353437679803236
1123,0.35519224324888243
1124,0.35518117843436037
1125,0.35264733590880065
1126,0.3560300077769839
1127,0.3500123293647532
1128,0.3082439190940762
1129,0.30608311888669
1130,0.30117192192666875
1131,0.3043791374502874
1132,0.30393812555719246
1133,0.3038511877288046
1134,0.3125876491378929
1135,0.31241219279332827
1136,0.31234106184282906
1137,0.3135913858838258
1138,0.31113815843549847
1139,0.32537383266206793
1140,0.32322567795699264
1141,0.32409189486529383
1142,0.3370298244172004
1143,0.33881442093083547
1144,0.35748234371739834
1145,0.34168494995542464
1146,0.3441176284624966
1147,0.34515139827641805
1148,0.3366962992937487
1149,0.3413150690128289
1150,0.3457409948216668
1151,0.359063031506269
1152,0.29281166421133165
1153,0.3109168621450566
1154,0.3021677552336573
1155,0.2988941508229061
1156,0.28961709419002396
1157,0.2804348788244741
1158,0.2806451103003939
1159,0.2800602558185118
1160,0.28146864863839555
1161,0.28259093696849374
1162,0.30461307924304026
1163,0.34976226455655385
1164,0.3571978199154016
1165,0.34391688111331004
1166,0.4367443522025304
1167,0.3552899297542347
1168,0.35399692714293846
1169,0.356190921793891
1170,0.36177865312754887
1171,0.36985912910425583
1172,0.3596810804317175
1173,0.36308082372802053
1174,0.3532125898621008
1175,0.3645587668106146
1176,0.3030083649997787
1177,0.3152571146757377
1178,0.3057698265669358
1179,0.3069837947887885
1180,0.29783793524238267
1181,0.298005488148003
1182,0.29816829899025665
1183,0.2973510834034105
1184,0.29822678443844486
1185,0.3063483582976625
1186,0.33543459430067213
1187,0.348857795003762
1188,0.3406461219405788
1189,0.35192749068974893
1190,0.3447321998748095
1191,0.3744036064972591
1192,0.369527184668593
1193,0.37101429574036254
1194,0.36381426286205654
1195,0.37244481818929054
1196,0.3779898709526489
1197,0.35934249710734134
1198,0.35912594288026606
1199,0.35334062557299933
1200,0.3141711821647835
1201,0.3119187020656428
1202,0.3143355736948261
1203,0.3155068633463793
1204,0.31580561333847584
1205,0.315522670224268
1206,0.3428796337862531
1207,0.3425650769162678
1208,0.3609342497107341
1209,0.3389611087576426
1210,0.35197965338678167
1211,0.3425461086628014
1212,0.3605469812024608
1213,0.3544929469710861
1214,0.3461311085679601
1215,0.34000436269829726
1216,0.33827983232063935
1217,0.3414823057808914
1218,0.3422252290416606
1219,0.3446689723632547
1220,0.3525566044297195
1221,0.34642985856005665
1222,0.35608786095005657
1223,0.35160186900524154
1224,0.3194364531895118
1225,0.3244503948558097
1226,0.3198600775169292
1227,0.32431603639375567
1228,0.3272766646223105
1229,0.31977630106411903
1230,0.3208021674390961
1231,0.32132221372163455
1232,0.3231589729323023
1233,0.32771293445203875
1234,0.3323285427955412
1235,0.3598167034440026
1236,0.36410985147857533
1237,0.3502661878236458
1238,0.3544534297763643
1239,0.34964497752261964
1240,0.3471759431964036
1241,0.34755214689015484
1242,0.34607420380756077
1243,0.34608052655871624
1244,0.35304977901984713
1245,0.34877559923874074
1246,0.34621330433298136
1247,0.34593984534550676
1248,0.31771824556300937
1249,0.31694686992204046
1250,0.31491410542555276
1251,0.31344406578190304
1252,0.315241307797849
1253,0.31640311332266896
